order_id,customer_id,order_timestamp,total_amount_inr,payment_status,payment_method
ORD_16207,CUST_1896,2026-04-19 10:03:13,7698,completed,Debit Card
ORD_15546,CUST_1171,2026-04-19 10:25:30,998,completed,COD
ORD_10776,CUST_0240,2026-04-19 10:29:00,13998,completed,UPI
ORD_15133,CUST_0860,2026-04-19 10:42:55,1698,completed,Credit Card
ORD_14269,CUST_1961,2026-04-19 11:18:23,1198,completed,COD
ORD_16725,CUST_1823,2026-04-19 11:23:50,4299,completed,UPI
ORD_19763,CUST_0695,2026-04-19 12:03:40,899,completed,UPI
ORD_14824,CUST_0947,2026-04-19 12:37:32,848,completed,Credit Card
ORD_19574,CUST_0954,2026-04-19 13:18:49,599,completed,UPI
ORD_17212,CUST_1595,2026-04-19 13:49:32,3499,completed,UPI
ORD_16654,CUST_1116,2026-04-19 15:49:34,1299,completed,UPI
ORD_17960,CUST_1426,2026-04-19 16:53:40,1999,completed,UPI
ORD_17231,CUST_1670,2026-04-19 17:37:32,5499,completed,COD
ORD_19836,CUST_0758,2026-04-19 19:42:35,6999,completed,UPI
ORD_16343,CUST_0737,2026-04-19 19:45:58,8898,completed,Credit Card
ORD_15003,CUST_1932,2026-04-19 20:04:35,1198,completed,UPI
ORD_17264,CUST_1005,2026-04-19 20:11:48,299,completed,UPI
ORD_18951,CUST_0561,2026-04-19 20:21:21,2499,completed,UPI
ORD_10526,CUST_0176,2026-04-19 22:04:00,999,completed,UPI
ORD_10369,CUST_0124,2026-04-19 22:28:00,2799,completed,UPI
ORD_17393,CUST_0597,2026-04-20 00:31:43,3999,completed,Debit Card
ORD_17923,CUST_0639,2026-04-20 00:32:41,349,completed,UPI
ORD_16705,CUST_1184,2026-04-20 01:16:47,999,completed,Credit Card
ORD_19878,CUST_0440,2026-04-20 01:28:01,999,completed,COD
ORD_15853,CUST_1446,2026-04-20 01:29:46,5898,completed,UPI
ORD_19173,CUST_1918,2026-04-20 02:20:52,3999,completed,COD
ORD_14590,CUST_0677,2026-04-20 02:49:51,1148,completed,UPI
ORD_14196,CUST_1004,2026-04-20 04:09:03,948,completed,Debit Card
ORD_10264,CUST_0089,2026-04-20 04:18:00,5499,completed,Debit Card
ORD_10647,CUST_0207,2026-04-20 04:24:00,8598,completed,Credit Card
ORD_10189,CUST_0064,2026-04-20 05:09:00,2999,completed,UPI
ORD_17554,CUST_1299,2026-04-20 09:41:19,1999,completed,Credit Card
ORD_10828,CUST_0253,2026-04-20 09:51:00,5998,completed,UPI
ORD_14959,CUST_0322,2026-04-20 10:15:36,1248,completed,UPI
ORD_15592,CUST_1570,2026-04-20 10:50:16,1098,completed,UPI
ORD_19858,CUST_0695,2026-04-20 11:05:01,2199,completed,Credit Card
ORD_19840,CUST_1979,2026-04-20 11:05:50,1299,completed,COD
ORD_15447,CUST_1375,2026-04-20 11:12:02,748,completed,Credit Card
ORD_18260,CUST_0591,2026-04-20 12:35:50,249,completed,UPI
ORD_16924,CUST_1893,2026-04-20 13:35:17,3499,completed,UPI
ORD_15947,CUST_0822,2026-04-20 13:45:23,4298,completed,Credit Card
ORD_14654,CUST_0989,2026-04-20 13:46:33,1198,completed,COD
ORD_17335,CUST_1503,2026-04-20 15:40:16,249,completed,COD
ORD_15673,CUST_1947,2026-04-20 16:08:44,11998,completed,Debit Card
ORD_14522,CUST_1212,2026-04-20 16:16:49,1698,completed,Debit Card
ORD_18016,CUST_1662,2026-04-20 16:27:26,1299,completed,Credit Card
ORD_17309,CUST_0422,2026-04-20 17:21:25,799,completed,Credit Card
ORD_19009,CUST_0292,2026-04-20 17:41:32,2499,completed,Credit Card
ORD_18023,CUST_1153,2026-04-20 18:25:59,3299,completed,UPI
ORD_14645,CUST_0514,2026-04-20 20:05:23,898,completed,Debit Card
ORD_17479,CUST_0616,2026-04-20 20:21:12,3999,completed,COD
ORD_18995,CUST_1136,2026-04-20 21:48:12,3999,refunded,COD
ORD_10515,CUST_0172,2026-04-20 22:33:00,2799,completed,UPI
ORD_15318,CUST_1759,2026-04-20 22:34:01,1248,completed,Credit Card
ORD_19979,CUST_1805,2026-04-20 22:40:45,1299,completed,COD
ORD_10406,CUST_0136,2026-04-20 23:38:00,499,completed,UPI
ORD_19134,CUST_0574,2026-04-21 00:06:01,1899,completed,UPI
ORD_14314,CUST_1098,2026-04-21 00:21:08,1348,completed,COD
ORD_18376,CUST_1215,2026-04-21 00:23:56,2799,completed,Credit Card
ORD_15375,CUST_0809,2026-04-21 00:48:11,798,completed,Debit Card
ORD_10708,CUST_0223,2026-04-21 00:54:00,5998,completed,Debit Card
ORD_14345,CUST_0342,2026-04-21 01:08:39,798,completed,UPI
ORD_19436,CUST_1964,2026-04-21 01:10:44,999,completed,UPI
ORD_16319,CUST_0838,2026-04-21 02:09:18,2298,completed,COD
ORD_10409,CUST_0137,2026-04-21 02:18:00,3999,completed,UPI
ORD_15885,CUST_1794,2026-04-21 03:02:33,4398,completed,UPI
ORD_15701,CUST_0325,2026-04-21 03:03:06,5298,completed,UPI
ORD_14734,CUST_0893,2026-04-21 03:12:57,898,completed,UPI
ORD_17050,CUST_1552,2026-04-21 03:50:19,699,completed,UPI
ORD_16577,CUST_0972,2026-04-21 04:00:29,499,completed,UPI
ORD_18914,CUST_0364,2026-04-21 04:45:22,599,refunded,COD
ORD_17666,CUST_0826,2026-04-21 06:10:00,3999,completed,Debit Card
ORD_14189,CUST_0726,2026-04-21 06:13:05,1498,completed,UPI
ORD_15136,CUST_1308,2026-04-21 06:47:54,1098,completed,Credit Card
ORD_19221,CUST_1608,2026-04-21 07:28:25,2799,completed,UPI
ORD_15875,CUST_0536,2026-04-21 08:00:26,4198,completed,Credit Card
ORD_15878,CUST_0952,2026-04-21 08:47:24,5598,completed,UPI
ORD_14661,CUST_0860,2026-04-21 08:54:21,848,completed,UPI
ORD_15680,CUST_1878,2026-04-21 09:47:11,3498,completed,Debit Card
ORD_18863,CUST_0613,2026-04-21 11:39:47,249,completed,UPI
ORD_17658,CUST_1934,2026-04-21 12:45:10,6999,completed,Debit Card
ORD_15233,CUST_1931,2026-04-21 13:11:36,848,completed,UPI
ORD_19240,CUST_1455,2026-04-21 13:24:50,299,completed,UPI
ORD_14858,CUST_0647,2026-04-21 13:43:49,798,completed,COD
ORD_19510,CUST_1441,2026-04-21 14:26:29,899,completed,UPI
ORD_18132,CUST_0653,2026-04-21 14:43:42,1299,completed,UPI
ORD_15970,CUST_0756,2026-04-21 15:16:15,9998,completed,Debit Card
ORD_19963,CUST_1700,2026-04-21 15:27:22,899,completed,Credit Card
ORD_19581,CUST_1136,2026-04-21 15:40:15,1999,completed,Credit Card
ORD_16767,CUST_0929,2026-04-21 15:48:44,2499,completed,UPI
ORD_19982,CUST_0924,2026-04-21 18:50:32,6999,completed,UPI
ORD_18467,CUST_1241,2026-04-21 20:40:58,899,failed,UPI
ORD_15288,CUST_1824,2026-04-21 20:46:03,1148,completed,UPI
ORD_17118,CUST_0284,2026-04-21 21:09:44,899,completed,UPI
ORD_16353,CUST_0282,2026-04-21 21:12:22,5798,completed,Debit Card
ORD_15214,CUST_1286,2026-04-21 21:21:02,1248,completed,UPI
ORD_19749,CUST_1650,2026-04-21 21:35:31,699,completed,UPI
ORD_15283,CUST_1015,2026-04-21 21:50:52,1198,completed,Credit Card
ORD_16919,CUST_0887,2026-04-21 22:09:43,2199,completed,COD
ORD_16347,CUST_0848,2026-04-21 22:50:26,8798,completed,Credit Card
ORD_14402,CUST_1260,2026-04-21 22:54:27,1498,completed,Debit Card
ORD_10439,CUST_0147,2026-04-21 23:03:00,999,completed,UPI
ORD_14568,CUST_1783,2026-04-21 23:03:42,1098,completed,COD
ORD_16845,CUST_0988,2026-04-21 23:20:20,3499,completed,UPI
ORD_17178,CUST_0796,2026-04-22 00:41:14,1499,completed,Debit Card
ORD_17787,CUST_0360,2026-04-22 00:53:05,3999,completed,UPI
ORD_19715,CUST_0588,2026-04-22 00:53:52,249,completed,UPI
ORD_18066,CUST_0369,2026-04-22 01:02:07,999,completed,Debit Card
ORD_10767,CUST_0237,2026-04-22 01:24:00,3499,completed,UPI
ORD_10525,CUST_0176,2026-04-22 01:25:00,799,completed,UPI
ORD_10632,CUST_0204,2026-04-22 01:41:00,2499,completed,COD
ORD_19513,CUST_0397,2026-04-22 01:45:01,249,completed,Debit Card
ORD_14414,CUST_0787,2026-04-22 02:01:41,1048,completed,Credit Card
ORD_15688,CUST_1797,2026-04-22 02:20:47,3498,completed,UPI
ORD_18925,CUST_0692,2026-04-22 03:59:20,4999,completed,UPI
ORD_18934,CUST_1037,2026-04-22 04:56:39,3499,completed,Credit Card
ORD_10394,CUST_0132,2026-04-22 06:47:00,2999,completed,UPI
ORD_19142,CUST_1772,2026-04-22 07:27:08,1299,completed,UPI
ORD_10146,CUST_0049,2026-04-22 07:43:00,699,completed,UPI
ORD_10160,CUST_0054,2026-04-22 07:43:00,999,completed,UPI
ORD_17856,CUST_1111,2026-04-22 08:16:38,3299,completed,UPI
ORD_17332,CUST_0693,2026-04-22 08:31:37,499,completed,Debit Card
ORD_18643,CUST_1072,2026-04-22 08:36:34,899,completed,UPI
ORD_15031,CUST_1082,2026-04-22 11:49:13,898,completed,UPI
ORD_14774,CUST_0514,2026-04-22 12:58:34,1198,completed,UPI
ORD_16609,CUST_1583,2026-04-22 13:37:19,3999,completed,UPI
ORD_17340,CUST_1522,2026-04-22 13:54:40,3499,completed,UPI
ORD_17043,CUST_1879,2026-04-22 14:10:08,4999,completed,UPI
ORD_19658,CUST_1046,2026-04-22 14:11:13,999,completed,Credit Card
ORD_17228,CUST_0693,2026-04-22 16:22:22,1899,completed,Credit Card
ORD_18431,CUST_1788,2026-04-22 16:28:13,3999,completed,Debit Card
ORD_18342,CUST_1468,2026-04-22 16:39:30,999,completed,Debit Card
ORD_18063,CUST_1903,2026-04-22 17:58:24,999,completed,UPI
ORD_14109,CUST_1311,2026-04-22 18:21:20,1098,completed,UPI
ORD_19458,CUST_0486,2026-04-22 18:44:03,4299,completed,Credit Card
ORD_16881,CUST_1517,2026-04-22 21:23:31,1299,completed,Credit Card
ORD_10865,CUST_0262,2026-04-22 22:07:00,2499,completed,UPI
ORD_18427,CUST_1999,2026-04-22 22:29:19,3499,completed,UPI
ORD_10219,CUST_0074,2026-04-22 22:58:00,299,completed,UPI
ORD_16189,CUST_0381,2026-04-22 23:06:11,8898,completed,UPI
ORD_15045,CUST_1942,2026-04-22 23:27:39,1248,completed,UPI
ORD_16345,CUST_1519,2026-04-22 23:35:54,3498,completed,Credit Card
ORD_15579,CUST_1718,2026-04-23 00:33:35,1098,completed,COD
ORD_14401,CUST_1725,2026-04-23 01:05:33,1398,completed,UPI
ORD_14103,CUST_1366,2026-04-23 01:19:10,1048,completed,UPI
ORD_10217,CUST_0073,2026-04-23 02:40:00,1499,completed,COD
ORD_17489,CUST_1108,2026-04-23 03:57:09,2499,completed,UPI
ORD_15460,CUST_0988,2026-04-23 04:02:09,1298,completed,UPI
ORD_19284,CUST_1975,2026-04-23 04:29:20,3999,completed,UPI
ORD_19201,CUST_0996,2026-04-23 04:33:56,1299,completed,Debit Card
ORD_14178,CUST_0566,2026-04-23 05:46:17,1498,completed,COD
ORD_10504,CUST_0169,2026-04-23 05:50:00,349,completed,Debit Card
ORD_18325,CUST_1280,2026-04-23 06:10:26,899,completed,UPI
ORD_15621,CUST_1665,2026-04-23 06:11:53,1598,completed,Credit Card
ORD_16049,CUST_1694,2026-04-23 09:04:18,3798,completed,UPI
ORD_15221,CUST_0369,2026-04-23 09:42:48,1048,completed,Debit Card
ORD_14313,CUST_0335,2026-04-23 11:23:16,1298,completed,UPI
ORD_14605,CUST_1444,2026-04-23 11:29:08,1298,completed,UPI
ORD_17247,CUST_1551,2026-04-23 12:01:52,1499,completed,Credit Card
ORD_14037,CUST_1484,2026-04-23 12:07:48,1698,completed,UPI
ORD_18369,CUST_1122,2026-04-23 12:13:46,6999,completed,Credit Card
ORD_17067,CUST_1825,2026-04-23 12:55:57,3999,completed,Debit Card
ORD_14329,CUST_1718,2026-04-23 13:33:39,848,completed,Debit Card
ORD_15891,CUST_1727,2026-04-23 15:41:24,4898,completed,COD
ORD_17738,CUST_1263,2026-04-23 15:51:42,499,completed,UPI
ORD_16399,CUST_1484,2026-04-23 17:08:09,2798,completed,Debit Card
ORD_19277,CUST_0603,2026-04-23 17:33:13,1299,completed,Credit Card
ORD_14871,CUST_1305,2026-04-23 18:05:37,748,completed,COD
ORD_14820,CUST_1810,2026-04-23 18:55:29,1698,completed,COD
ORD_16356,CUST_0357,2026-04-23 19:13:47,3398,completed,Debit Card
ORD_17517,CUST_0662,2026-04-23 19:20:21,3499,completed,Debit Card
ORD_19117,CUST_1242,2026-04-23 19:55:33,299,completed,COD
ORD_14675,CUST_1563,2026-04-23 21:47:14,1698,completed,UPI
ORD_10316,CUST_0106,2026-04-23 23:00:00,499,completed,COD
ORD_14914,CUST_1127,2026-04-23 23:42:53,1498,completed,Debit Card
ORD_16520,CUST_1674,2026-04-23 23:45:18,4098,completed,UPI
ORD_15888,CUST_0559,2026-04-24 00:04:16,1798,completed,Debit Card
ORD_19647,CUST_0337,2026-04-24 00:59:17,799,completed,COD
ORD_19536,CUST_1912,2026-04-24 01:39:48,3999,completed,UPI
ORD_18838,CUST_0617,2026-04-24 02:02:21,999,completed,UPI
ORD_14679,CUST_1089,2026-04-24 02:16:59,1198,completed,Debit Card
ORD_19490,CUST_0446,2026-04-24 03:07:25,899,completed,COD
ORD_10800,CUST_0246,2026-04-24 03:19:00,5998,completed,UPI
ORD_10618,CUST_0200,2026-04-24 04:07:00,3299,completed,UPI
ORD_10237,CUST_0080,2026-04-24 04:53:00,899,completed,UPI
ORD_16372,CUST_0865,2026-04-24 05:13:37,10498,completed,UPI
ORD_10734,CUST_0229,2026-04-24 05:19:00,3299,completed,COD
ORD_15042,CUST_0552,2026-04-24 06:00:50,848,completed,UPI
ORD_16576,CUST_0934,2026-04-24 07:20:55,6999,completed,UPI
ORD_10252,CUST_0085,2026-04-24 08:13:00,799,completed,COD
ORD_10258,CUST_0087,2026-04-24 08:23:00,899,completed,Debit Card
ORD_15939,CUST_0564,2026-04-24 08:54:57,4298,completed,Debit Card
ORD_17267,CUST_1660,2026-04-24 09:34:10,3499,completed,UPI
ORD_19355,CUST_1885,2026-04-24 09:39:24,2499,completed,COD
ORD_14328,CUST_1809,2026-04-24 09:43:40,1498,completed,UPI
ORD_18320,CUST_1326,2026-04-24 10:01:58,249,completed,COD
ORD_18815,CUST_0504,2026-04-24 10:05:29,2799,completed,Credit Card
ORD_16972,CUST_0717,2026-04-24 10:13:59,2199,completed,UPI
ORD_17435,CUST_0743,2026-04-24 10:56:37,4999,completed,Credit Card
ORD_14256,CUST_1826,2026-04-24 11:39:12,1248,completed,Credit Card
ORD_14453,CUST_0935,2026-04-24 11:40:44,1148,completed,UPI
ORD_17321,CUST_0431,2026-04-24 12:10:33,249,completed,UPI
ORD_16928,CUST_0560,2026-04-24 13:54:12,1999,completed,UPI
ORD_16981,CUST_0480,2026-04-24 14:09:33,799,completed,Credit Card
ORD_17031,CUST_1802,2026-04-24 15:32:42,349,completed,UPI
ORD_16516,CUST_1243,2026-04-24 17:57:08,3998,completed,COD
ORD_17732,CUST_0932,2026-04-24 18:31:16,6999,completed,UPI
ORD_18060,CUST_1498,2026-04-24 20:10:42,899,failed,UPI
ORD_10818,CUST_0250,2026-04-24 22:17:00,3299,completed,Credit Card
ORD_14812,CUST_0379,2026-04-24 22:40:10,1298,completed,UPI
ORD_10863,CUST_0261,2026-04-24 23:46:00,6999,completed,COD
ORD_14209,CUST_1633,2026-04-24 23:55:35,1148,completed,UPI
ORD_18398,CUST_0899,2026-04-24 23:57:23,799,completed,Credit Card
ORD_10183,CUST_0062,2026-04-25 02:39:00,1299,completed,Credit Card
ORD_18054,CUST_0371,2026-04-25 03:17:52,1499,completed,Credit Card
ORD_16985,CUST_1187,2026-04-25 03:26:04,3999,completed,Debit Card
ORD_17301,CUST_0789,2026-04-25 03:28:29,1499,completed,Debit Card
ORD_10141,CUST_0048,2026-04-25 03:30:00,299,completed,Credit Card
ORD_14670,CUST_1962,2026-04-25 03:47:25,848,completed,UPI
ORD_10655,CUST_0209,2026-04-25 04:25:00,6598,completed,Credit Card
ORD_14626,CUST_1883,2026-04-25 05:04:17,1498,completed,Credit Card
ORD_19114,CUST_0613,2026-04-25 06:59:38,1299,completed,UPI
ORD_10240,CUST_0081,2026-04-25 07:27:00,5499,completed,UPI
ORD_14180,CUST_0922,2026-04-25 08:14:11,1098,completed,COD
ORD_18529,CUST_1363,2026-04-25 10:09:32,2499,completed,Credit Card
ORD_15494,CUST_1777,2026-04-25 11:43:50,1398,completed,UPI
ORD_15115,CUST_1785,2026-04-25 14:34:59,1098,completed,Credit Card
ORD_16649,CUST_1688,2026-04-25 15:06:39,3499,completed,COD
ORD_14968,CUST_0857,2026-04-25 15:55:30,1598,completed,Debit Card
ORD_14974,CUST_1080,2026-04-25 17:56:31,898,completed,UPI
ORD_15394,CUST_1991,2026-04-25 18:22:04,1498,completed,Credit Card
ORD_14581,CUST_0895,2026-04-25 20:46:21,1098,completed,UPI
ORD_17503,CUST_1557,2026-04-25 22:29:21,499,failed,UPI
ORD_10443,CUST_0148,2026-04-25 23:30:00,2499,completed,Credit Card
ORD_18051,CUST_1850,2026-04-25 23:33:07,1999,refunded,COD
ORD_18963,CUST_0760,2026-04-25 23:35:26,249,completed,UPI
ORD_19924,CUST_1410,2026-04-26 00:22:02,1299,completed,UPI
ORD_16341,CUST_0650,2026-04-26 01:01:54,2698,completed,UPI
ORD_15478,CUST_1514,2026-04-26 01:41:51,1198,completed,UPI
ORD_16614,CUST_0967,2026-04-26 01:59:06,3299,completed,Credit Card
ORD_14763,CUST_1161,2026-04-26 02:14:38,898,completed,Debit Card
ORD_19385,CUST_1080,2026-04-26 03:24:49,799,completed,Credit Card
ORD_10191,CUST_0064,2026-04-26 03:55:00,1999,completed,COD
ORD_10098,CUST_0033,2026-04-26 03:58:00,499,completed,UPI
ORD_17531,CUST_0685,2026-04-26 04:29:43,1899,completed,COD
ORD_10368,CUST_0123,2026-04-26 05:54:00,3299,completed,COD
ORD_15282,CUST_0799,2026-04-26 06:06:34,1598,completed,COD
ORD_10820,CUST_0251,2026-04-26 06:19:00,3299,completed,UPI
ORD_18781,CUST_1070,2026-04-26 07:21:31,799,completed,Credit Card
ORD_10690,CUST_0218,2026-04-26 08:12:00,4998,completed,UPI
ORD_17112,CUST_1637,2026-04-26 08:17:27,499,completed,COD
ORD_18708,CUST_0612,2026-04-26 08:51:43,3999,completed,UPI
ORD_19970,CUST_0526,2026-04-26 08:56:30,6999,completed,COD
ORD_18670,CUST_1774,2026-04-26 09:49:57,3999,completed,UPI
ORD_15722,CUST_1498,2026-04-26 10:07:05,7198,completed,UPI
ORD_10597,CUST_0195,2026-04-26 10:35:00,6998,completed,UPI
ORD_10668,CUST_0213,2026-04-26 10:56:00,3299,completed,UPI
ORD_17158,CUST_0666,2026-04-26 10:59:05,3999,completed,COD
ORD_15313,CUST_1243,2026-04-26 12:34:46,1348,completed,UPI
ORD_15476,CUST_1987,2026-04-26 13:02:30,1498,completed,Debit Card
ORD_17574,CUST_0746,2026-04-26 14:05:49,4999,completed,UPI
ORD_17019,CUST_0582,2026-04-26 14:29:16,4999,completed,COD
ORD_18828,CUST_1101,2026-04-26 14:47:17,3299,completed,UPI
ORD_15818,CUST_1814,2026-04-26 15:59:21,3498,completed,UPI
ORD_17059,CUST_1155,2026-04-26 18:32:12,2499,completed,UPI
ORD_16323,CUST_1119,2026-04-26 18:46:00,6298,completed,UPI
ORD_19177,CUST_1339,2026-04-26 19:29:56,299,completed,UPI
ORD_19562,CUST_1305,2026-04-26 19:42:04,4999,completed,UPI
ORD_18279,CUST_0347,2026-04-26 19:51:05,999,completed,UPI
ORD_18658,CUST_0858,2026-04-26 19:56:49,699,completed,UPI
ORD_17968,CUST_1160,2026-04-26 21:12:21,2799,completed,UPI
ORD_19817,CUST_0561,2026-04-26 22:25:49,499,completed,UPI
ORD_16978,CUST_1791,2026-04-26 23:04:56,1999,completed,Credit Card
ORD_15540,CUST_0724,2026-04-26 23:07:52,1598,completed,COD
ORD_17887,CUST_0754,2026-04-26 23:56:53,2499,completed,UPI
ORD_17521,CUST_0758,2026-04-27 00:02:00,3999,completed,UPI
ORD_15706,CUST_1764,2026-04-27 00:03:06,6898,completed,UPI
ORD_10402,CUST_0135,2026-04-27 00:09:00,1299,completed,UPI
ORD_16954,CUST_1845,2026-04-27 01:30:28,3299,completed,UPI
ORD_16787,CUST_1081,2026-04-27 01:34:54,3299,completed,COD
ORD_14332,CUST_0795,2026-04-27 03:15:53,1598,completed,UPI
ORD_10375,CUST_0126,2026-04-27 04:56:00,6999,completed,COD
ORD_16555,CUST_1202,2026-04-27 06:16:34,2199,failed,UPI
ORD_19541,CUST_1172,2026-04-27 06:35:36,699,failed,UPI
ORD_18271,CUST_0971,2026-04-27 06:37:36,999,completed,UPI
ORD_10035,CUST_0012,2026-04-27 08:34:00,899,completed,Credit Card
ORD_14706,CUST_1803,2026-04-27 09:08:11,1598,completed,UPI
ORD_16100,CUST_1827,2026-04-27 09:19:49,2198,completed,COD
ORD_14853,CUST_1324,2026-04-27 09:58:24,1598,completed,Debit Card
ORD_19352,CUST_1078,2026-04-27 09:59:35,499,completed,UPI
ORD_16864,CUST_0742,2026-04-27 10:00:18,1499,completed,COD
ORD_19933,CUST_0804,2026-04-27 12:04:46,999,completed,COD
ORD_15785,CUST_1363,2026-04-27 12:15:34,5898,completed,UPI
ORD_18861,CUST_0439,2026-04-27 14:48:24,6999,completed,Credit Card
ORD_16246,CUST_0323,2026-04-27 14:59:25,7298,completed,Credit Card
ORD_18146,CUST_1473,2026-04-27 15:08:59,2499,completed,UPI
ORD_15211,CUST_1861,2026-04-27 15:21:04,998,completed,Credit Card
ORD_18203,CUST_0980,2026-04-27 15:27:42,499,completed,UPI
ORD_17119,CUST_1031,2026-04-27 15:39:45,3999,completed,UPI
ORD_15116,CUST_1753,2026-04-27 16:01:49,1148,completed,Debit Card
ORD_14762,CUST_0737,2026-04-27 16:22:54,1248,completed,Debit Card
ORD_15293,CUST_1667,2026-04-27 16:50:30,1198,completed,Debit Card
ORD_17326,CUST_0866,2026-04-27 17:12:43,1499,completed,Credit Card
ORD_19135,CUST_0549,2026-04-27 17:45:05,999,completed,UPI
ORD_14731,CUST_1850,2026-04-27 19:45:41,898,completed,Credit Card
ORD_18292,CUST_1397,2026-04-27 20:26:29,799,completed,UPI
ORD_17237,CUST_1799,2026-04-27 21:37:41,999,completed,UPI
ORD_18324,CUST_0308,2026-04-27 23:22:50,599,completed,COD
ORD_10225,CUST_0076,2026-04-27 23:52:00,499,completed,COD
ORD_18417,CUST_0636,2026-04-28 01:13:08,1299,completed,Credit Card
ORD_10180,CUST_0061,2026-04-28 01:22:00,1999,completed,COD
ORD_10125,CUST_0042,2026-04-28 01:32:00,899,completed,Credit Card
ORD_16105,CUST_0400,2026-04-28 02:05:53,2298,completed,Debit Card
ORD_16550,CUST_1769,2026-04-28 02:16:47,999,completed,Credit Card
ORD_14218,CUST_1406,2026-04-28 02:51:43,1498,completed,UPI
ORD_16899,CUST_0344,2026-04-28 03:46:36,349,completed,Credit Card
ORD_10710,CUST_0223,2026-04-28 03:49:00,2999,completed,Debit Card
ORD_10306,CUST_0103,2026-04-28 04:06:00,249,completed,COD
ORD_17287,CUST_0381,2026-04-28 04:51:46,2199,completed,UPI
ORD_19172,CUST_1289,2026-04-28 04:53:44,2199,completed,Credit Card
ORD_18916,CUST_0863,2026-04-28 05:17:08,2199,completed,UPI
ORD_16415,CUST_1239,2026-04-28 05:23:03,8298,completed,UPI
ORD_10789,CUST_0243,2026-04-28 05:24:00,8598,completed,UPI
ORD_10401,CUST_0134,2026-04-28 05:44:00,3999,completed,COD
ORD_10387,CUST_0130,2026-04-28 06:07:00,4299,completed,UPI
ORD_10005,CUST_0002,2026-04-28 06:25:00,2499,completed,COD
ORD_10450,CUST_0151,2026-04-28 06:28:00,3499,completed,UPI
ORD_10648,CUST_0208,2026-04-28 06:39:00,6598,completed,UPI
ORD_10777,CUST_0240,2026-04-28 06:45:00,6598,completed,COD
ORD_14187,CUST_1740,2026-04-28 06:58:23,1098,completed,UPI
ORD_15833,CUST_1205,2026-04-28 07:13:48,6298,completed,Credit Card
ORD_18941,CUST_1460,2026-04-28 07:37:34,1999,completed,UPI
ORD_18091,CUST_1174,2026-04-28 08:13:59,1899,completed,UPI
ORD_19999,CUST_1020,2026-04-28 08:40:32,3999,completed,UPI
ORD_10483,CUST_0162,2026-04-28 08:43:00,4299,completed,UPI
ORD_10730,CUST_0228,2026-04-28 08:53:00,4299,completed,UPI
ORD_15971,CUST_0600,2026-04-28 09:33:37,6998,completed,Credit Card
ORD_10785,CUST_0242,2026-04-28 09:34:00,6598,completed,UPI
ORD_10253,CUST_0085,2026-04-28 09:38:00,5499,completed,UPI
ORD_19421,CUST_1795,2026-04-28 10:33:05,499,completed,UPI
ORD_14075,CUST_1163,2026-04-28 10:38:11,1198,completed,UPI
ORD_19365,CUST_0709,2026-04-28 11:06:10,3499,completed,UPI
ORD_16909,CUST_1126,2026-04-28 11:33:38,3499,completed,UPI
ORD_18485,CUST_1505,2026-04-28 12:55:09,1299,completed,UPI
ORD_19080,CUST_1282,2026-04-28 13:08:32,1899,completed,Debit Card
ORD_18237,CUST_1598,2026-04-28 13:31:46,799,completed,Debit Card
ORD_16354,CUST_1130,2026-04-28 14:38:34,3798,completed,UPI
ORD_18090,CUST_0355,2026-04-28 14:49:33,1899,completed,UPI
ORD_19835,CUST_1574,2026-04-28 15:06:54,3299,completed,Credit Card
ORD_18382,CUST_0595,2026-04-28 15:48:38,3999,completed,Debit Card
ORD_17538,CUST_1541,2026-04-28 16:55:45,1499,completed,UPI
ORD_19671,CUST_0801,2026-04-28 17:12:16,799,completed,Debit Card
ORD_18593,CUST_1365,2026-04-28 17:20:12,2799,completed,UPI
ORD_15756,CUST_0979,2026-04-28 17:20:39,5498,completed,COD
ORD_16913,CUST_0975,2026-04-28 17:47:42,899,completed,UPI
ORD_18115,CUST_0655,2026-04-28 19:33:17,349,completed,COD
ORD_18216,CUST_1432,2026-04-28 19:49:23,2499,completed,UPI
ORD_16008,CUST_1685,2026-04-28 19:55:51,7998,completed,Credit Card
ORD_17532,CUST_1869,2026-04-28 20:10:28,999,completed,UPI
ORD_17171,CUST_1468,2026-04-28 20:10:44,1899,completed,UPI
ORD_17272,CUST_0385,2026-04-28 22:06:32,5499,completed,Debit Card
ORD_18021,CUST_1097,2026-04-28 22:21:41,1999,completed,COD
ORD_10803,CUST_0246,2026-04-28 22:22:00,3299,completed,UPI
ORD_15074,CUST_1978,2026-04-28 22:23:03,798,completed,COD
ORD_15285,CUST_0369,2026-04-28 22:27:33,748,completed,UPI
ORD_17646,CUST_0684,2026-04-28 22:34:25,4999,completed,Debit Card
ORD_17526,CUST_0788,2026-04-28 22:35:12,499,completed,UPI
ORD_18375,CUST_1685,2026-04-28 23:26:02,699,completed,UPI
ORD_18418,CUST_0784,2026-04-28 23:28:27,6999,completed,UPI
ORD_10350,CUST_0117,2026-04-28 23:39:00,899,completed,UPI
ORD_15343,CUST_1686,2026-04-28 23:39:22,1498,completed,Debit Card
ORD_19743,CUST_1274,2026-04-29 00:08:12,4999,completed,COD
ORD_10431,CUST_0144,2026-04-29 00:26:00,2499,completed,Debit Card
ORD_10085,CUST_0029,2026-04-29 02:40:00,2499,completed,COD
ORD_18807,CUST_1359,2026-04-29 02:50:44,6999,completed,Credit Card
